V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
5.0,Year,2017,E12000003,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000003,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000003,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000003,,,250+,,Enterprise,50,50 : Water transport
70.0,Year,2017,E12000003,,,Total,,Enterprise,50,50 : Water transport
30.0,Year,2017,E12000004,,,0-4,,Enterprise,50,50 : Water transport
10.0,Year,2017,E12000004,,,5-9,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000004,,,10-19,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000004,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000004,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000004,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000004,,,250+,,Enterprise,50,50 : Water transport
40.0,Year,2017,E12000004,,,Total,,Enterprise,50,50 : Water transport
35.0,Year,2017,E12000005,,,0-4,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000005,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000005,,,10-19,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000005,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000005,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000005,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000005,,,250+,,Enterprise,50,50 : Water transport
45.0,Year,2017,E12000005,,,Total,,Enterprise,50,50 : Water transport
95.0,Year,2017,E12000006,,,0-4,,Enterprise,50,50 : Water transport
30.0,Year,2017,E12000006,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000006,,,10-19,,Enterprise,50,50 : Water transport
10.0,Year,2017,E12000006,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000006,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000006,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000006,,,250+,,Enterprise,50,50 : Water transport
140.0,Year,2017,E12000006,,,Total,,Enterprise,50,50 : Water transport
195.0,Year,2017,E12000007,,,0-4,,Enterprise,50,50 : Water transport
35.0,Year,2017,E12000007,,,5-9,,Enterprise,50,50 : Water transport
30.0,Year,2017,E12000007,,,10-19,,Enterprise,50,50 : Water transport
10.0,Year,2017,E12000007,,,20-49,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000007,,,50-99,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000007,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000007,,,250+,,Enterprise,50,50 : Water transport
280.0,Year,2017,E12000007,,,Total,,Enterprise,50,50 : Water transport
220.0,Year,2017,E12000008,,,0-4,,Enterprise,50,50 : Water transport
30.0,Year,2017,E12000008,,,5-9,,Enterprise,50,50 : Water transport
15.0,Year,2017,E12000008,,,10-19,,Enterprise,50,50 : Water transport
10.0,Year,2017,E12000008,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000008,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000008,,,100-249,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000008,,,250+,,Enterprise,50,50 : Water transport
280.0,Year,2017,E12000008,,,Total,,Enterprise,50,50 : Water transport
160.0,Year,2017,E12000009,,,0-4,,Enterprise,50,50 : Water transport
25.0,Year,2017,E12000009,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000009,,,10-19,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000009,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000009,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000009,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000009,,,250+,,Enterprise,50,50 : Water transport
195.0,Year,2017,E12000009,,,Total,,Enterprise,50,50 : Water transport
55.0,Year,2017,W92000004,,,0-4,,Enterprise,50,50 : Water transport
0.0,Year,2017,W92000004,,,5-9,,Enterprise,50,50 : Water transport
0.0,Year,2017,W92000004,,,10-19,,Enterprise,50,50 : Water transport
0.0,Year,2017,W92000004,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,W92000004,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,W92000004,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,W92000004,,,250+,,Enterprise,50,50 : Water transport
55.0,Year,2017,W92000004,,,Total,,Enterprise,50,50 : Water transport
120.0,Year,2017,S92000003,,,0-4,,Enterprise,50,50 : Water transport
20.0,Year,2017,S92000003,,,5-9,,Enterprise,50,50 : Water transport
15.0,Year,2017,S92000003,,,10-19,,Enterprise,50,50 : Water transport
5.0,Year,2017,S92000003,,,20-49,,Enterprise,50,50 : Water transport
5.0,Year,2017,S92000003,,,50-99,,Enterprise,50,50 : Water transport
5.0,Year,2017,S92000003,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,S92000003,,,250+,,Enterprise,50,50 : Water transport
170.0,Year,2017,S92000003,,,Total,,Enterprise,50,50 : Water transport
5.0,Year,2017,N92000002,,,0-4,,Enterprise,50,50 : Water transport
0.0,Year,2017,N92000002,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,N92000002,,,10-19,,Enterprise,50,50 : Water transport
0.0,Year,2017,N92000002,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,N92000002,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,N92000002,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,N92000002,,,250+,,Enterprise,50,50 : Water transport
10.0,Year,2017,N92000002,,,Total,,Enterprise,50,50 : Water transport
560.0,Year,2017,K02000001,,,0-4,,Enterprise,51,51 : Air transport
60.0,Year,2017,K02000001,,,5-9,,Enterprise,51,51 : Air transport
55.0,Year,2017,K02000001,,,10-19,,Enterprise,51,51 : Air transport
35.0,Year,2017,K02000001,,,20-49,,Enterprise,51,51 : Air transport
20.0,Year,2017,K02000001,,,50-99,,Enterprise,51,51 : Air transport
10.0,Year,2017,K02000001,,,100-249,,Enterprise,51,51 : Air transport
20.0,Year,2017,K02000001,,,250+,,Enterprise,51,51 : Air transport
760.0,Year,2017,K02000001,,,Total,,Enterprise,51,51 : Air transport
550.0,Year,2017,K03000001,,,0-4,,Enterprise,51,51 : Air transport
60.0,Year,2017,K03000001,,,5-9,,Enterprise,51,51 : Air transport
55.0,Year,2017,K03000001,,,10-19,,Enterprise,51,51 : Air transport
35.0,Year,2017,K03000001,,,20-49,,Enterprise,51,51 : Air transport
20.0,Year,2017,K03000001,,,50-99,,Enterprise,51,51 : Air transport
10.0,Year,2017,K03000001,,,100-249,,Enterprise,51,51 : Air transport
20.0,Year,2017,K03000001,,,250+,,Enterprise,51,51 : Air transport
750.0,Year,2017,K03000001,,,Total,,Enterprise,51,51 : Air transport
535.0,Year,2017,K04000001,,,0-4,,Enterprise,51,51 : Air transport
60.0,Year,2017,K04000001,,,5-9,,Enterprise,51,51 : Air transport
55.0,Year,2017,K04000001,,,10-19,,Enterprise,51,51 : Air transport
35.0,Year,2017,K04000001,,,20-49,,Enterprise,51,51 : Air transport
20.0,Year,2017,K04000001,,,50-99,,Enterprise,51,51 : Air transport
10.0,Year,2017,K04000001,,,100-249,,Enterprise,51,51 : Air transport
15.0,Year,2017,K04000001,,,250+,,Enterprise,51,51 : Air transport
730.0,Year,2017,K04000001,,,Total,,Enterprise,51,51 : Air transport
515.0,Year,2017,E92000001,,,0-4,,Enterprise,51,51 : Air transport
60.0,Year,2017,E92000001,,,5-9,,Enterprise,51,51 : Air transport
55.0,Year,2017,E92000001,,,10-19,,Enterprise,51,51 : Air transport
35.0,Year,2017,E92000001,,,20-49,,Enterprise,51,51 : Air transport
20.0,Year,2017,E92000001,,,50-99,,Enterprise,51,51 : Air transport
10.0,Year,2017,E92000001,,,100-249,,Enterprise,51,51 : Air transport
15.0,Year,2017,E92000001,,,250+,,Enterprise,51,51 : Air transport
710.0,Year,2017,E92000001,,,Total,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000001,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000001,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000001,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000001,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000001,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000001,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000001,,,250+,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000001,,,Total,,Enterprise,51,51 : Air transport
40.0,Year,2017,E12000002,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000002,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000002,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000002,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000002,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000002,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000002,,,250+,,Enterprise,51,51 : Air transport
40.0,Year,2017,E12000002,,,Total,,Enterprise,51,51 : Air transport
30.0,Year,2017,E12000003,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000003,,,5-9,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000003,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000003,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000003,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000003,,,100-249,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000003,,,250+,,Enterprise,51,51 : Air transport
40.0,Year,2017,E12000003,,,Total,,Enterprise,51,51 : Air transport
45.0,Year,2017,E12000004,,,0-4,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000004,,,5-9,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000004,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000004,,,20-49,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000004,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000004,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000004,,,250+,,Enterprise,51,51 : Air transport
60.0,Year,2017,E12000004,,,Total,,Enterprise,51,51 : Air transport
40.0,Year,2017,E12000005,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000005,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000005,,,10-19,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000005,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000005,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000005,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000005,,,250+,,Enterprise,51,51 : Air transport
45.0,Year,2017,E12000005,,,Total,,Enterprise,51,51 : Air transport
70.0,Year,2017,E12000006,,,0-4,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000006,,,5-9,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000006,,,10-19,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000006,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000006,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000006,,,100-249,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000006,,,250+,,Enterprise,51,51 : Air transport
90.0,Year,2017,E12000006,,,Total,,Enterprise,51,51 : Air transport
95.0,Year,2017,E12000007,,,0-4,,Enterprise,51,51 : Air transport
20.0,Year,2017,E12000007,,,5-9,,Enterprise,51,51 : Air transport
25.0,Year,2017,E12000007,,,10-19,,Enterprise,51,51 : Air transport
15.0,Year,2017,E12000007,,,20-49,,Enterprise,51,51 : Air transport
10.0,Year,2017,E12000007,,,50-99,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000007,,,100-249,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000007,,,250+,,Enterprise,51,51 : Air transport
175.0,Year,2017,E12000007,,,Total,,Enterprise,51,51 : Air transport
135.0,Year,2017,E12000008,,,0-4,,Enterprise,51,51 : Air transport
25.0,Year,2017,E12000008,,,5-9,,Enterprise,51,51 : Air transport
15.0,Year,2017,E12000008,,,10-19,,Enterprise,51,51 : Air transport
10.0,Year,2017,E12000008,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000008,,,50-99,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000008,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000008,,,250+,,Enterprise,51,51 : Air transport
190.0,Year,2017,E12000008,,,Total,,Enterprise,51,51 : Air transport
55.0,Year,2017,E12000009,,,0-4,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000009,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000009,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000009,,,20-49,,Enterprise,51,51 : Air transport
5.0,Year,2017,E12000009,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000009,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,E12000009,,,250+,,Enterprise,51,51 : Air transport
65.0,Year,2017,E12000009,,,Total,,Enterprise,51,51 : Air transport
20.0,Year,2017,W92000004,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,W92000004,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,W92000004,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,W92000004,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,W92000004,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,W92000004,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,W92000004,,,250+,,Enterprise,51,51 : Air transport
20.0,Year,2017,W92000004,,,Total,,Enterprise,51,51 : Air transport
15.0,Year,2017,S92000003,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,S92000003,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,S92000003,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,S92000003,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,S92000003,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,S92000003,,,100-249,,Enterprise,51,51 : Air transport
5.0,Year,2017,S92000003,,,250+,,Enterprise,51,51 : Air transport
20.0,Year,2017,S92000003,,,Total,,Enterprise,51,51 : Air transport
10.0,Year,2017,N92000002,,,0-4,,Enterprise,51,51 : Air transport
0.0,Year,2017,N92000002,,,5-9,,Enterprise,51,51 : Air transport
0.0,Year,2017,N92000002,,,10-19,,Enterprise,51,51 : Air transport
0.0,Year,2017,N92000002,,,20-49,,Enterprise,51,51 : Air transport
0.0,Year,2017,N92000002,,,50-99,,Enterprise,51,51 : Air transport
0.0,Year,2017,N92000002,,,100-249,,Enterprise,51,51 : Air transport
0.0,Year,2017,N92000002,,,250+,,Enterprise,51,51 : Air transport
10.0,Year,2017,N92000002,,,Total,,Enterprise,51,51 : Air transport
14655.0,Year,2017,K02000001,,,0-4,,Enterprise,52,52 : Warehousing and support activities for transportation
2530.0,Year,2017,K02000001,,,5-9,,Enterprise,52,52 : Warehousing and support activities for transportation
1400.0,Year,2017,K02000001,,,10-19,,Enterprise,52,52 : Warehousing and support activities for transportation
745.0,Year,2017,K02000001,,,20-49,,Enterprise,52,52 : Warehousing and support activities for transportation
325.0,Year,2017,K02000001,,,50-99,,Enterprise,52,52 : Warehousing and support activities for transportation
215.0,Year,2017,K02000001,,,100-249,,Enterprise,52,52 : Warehousing and support activities for transportation
155.0,Year,2017,K02000001,,,250+,,Enterprise,52,52 : Warehousing and support activities for transportation
20025.0,Year,2017,K02000001,,,Total,,Enterprise,52,52 : Warehousing and support activities for transportation
14500.0,Year,2017,K03000001,,,0-4,,Enterprise,52,52 : Warehousing and support activities for transportation
2495.0,Year,2017,K03000001,,,5-9,,Enterprise,52,52 : Warehousing and support activities for transportation
1375.0,Year,2017,K03000001,,,10-19,,Enterprise,52,52 : Warehousing and support activities for transportation
730.0,Year,2017,K03000001,,,20-49,,Enterprise,52,52 : Warehousing and support activities for transportation
315.0,Year,2017,K03000001,,,50-99,,Enterprise,52,52 : Warehousing and support activities for transportation
210.0,Year,2017,K03000001,,,100-249,,Enterprise,52,52 : Warehousing and support activities for transportation
155.0,Year,2017,K03000001,,,250+,,Enterprise,52,52 : Warehousing and support activities for transportation
19780.0,Year,2017,K03000001,,,Total,,Enterprise,52,52 : Warehousing and support activities for transportation
13945.0,Year,2017,K04000001,,,0-4,,Enterprise,52,52 : Warehousing and support activities for transportation
2420.0,Year,2017,K04000001,,,5-9,,Enterprise,52,52 : Warehousing and support activities for transportation
1310.0,Year,2017,K04000001,,,10-19,,Enterprise,52,52 : Warehousing and support activities for transportation
685.0,Year,2017,K04000001,,,20-49,,Enterprise,52,52 : Warehousing and support activities for transportation
290.0,Year,2017,K04000001,,,50-99,,Enterprise,52,52 : Warehousing and support activities for transportation
195.0,Year,2017,K04000001,,,100-249,,Enterprise,52,52 : Warehousing and support activities for transportation
135.0,Year,2017,K04000001,,,250+,,Enterprise,52,52 : Warehousing and support activities for transportation
18980.0,Year,2017,K04000001,,,Total,,Enterprise,52,52 : Warehousing and support activities for transportation
13555.0,Year,2017,E92000001,,,0-4,,Enterprise,52,52 : Warehousing and support activities for transportation
